data,label
"{'id': '14AGSB', 'data': 'Ledhu', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'AA3HTM', 'data': 'But left ago 3months', 'message_order': 0, 'comments': ['']}",dontMeetRequirements
"{'id': 'GM8Q28', 'data': 'I need clarity r else they will keep on calling and disturb', 'message_order': 4, 'comments': ['']}",greeting
"{'id': '6P8SF1', 'data': 'Gd night to all', 'message_order': 1, 'comments': ['']}",greeting
"{'id': '7WRB7O', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",dontMeetRequirements
"{'id': 'NRJDRI', 'data': 'Chal be', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'V2IDT5', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'OU3DB3', 'data': 'I dnt want in swiggy', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'O49IQI', 'data': 'Sir kamm kis state me ha', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'C5BIR0', 'data': 'okkk', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'B1HPEG', 'data': 'No bike', 'message_order': 1, 'comments': ['']}",location
"{'id': '5X4JY2', 'data': 'Hello', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': '0Q66BY', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",greeting
"{'id': '0XDJY8', 'data': 'Haii', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'JRF117', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'AITHHD', 'data': 'Licence hai', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'EYCCA0', 'data': 'hi', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'J4MZK8', 'data': 'Ok', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'G8JKJ7', 'data': 'Which area and when', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'KZJTWZ', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",dontMeetRequirements
"{'id': 'VI4ANW', 'data': 'Hi', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'HPIQ4H', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': 'HHP255', 'data': 'Kk', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'D1G7XR', 'data': '📷 Good morning have a nice day 👍👍😎😎', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'ZCOJ42', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'FA4JAV', 'data': 'Bro', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'PWKYFE', 'data': 'Sir job location kaha hai', 'message_order': 5, 'comments': ['']}",greeting
"{'id': '3KZ3ZL', 'data': 'Which is branch', 'message_order': 5, 'comments': ['']}",greeting
"{'id': '8JV6AN', 'data': 'learing i hve', 'message_order': 2, 'comments': ['']}",greeting
"{'id': '41ZRZH', 'data': 'Thanks', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'AY3I7L', 'data': 'Which place sir', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'TNFX1R', 'data': 'Bhai', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'Y49YBD', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'VUP6LR', 'data': 'Drop me the address', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'AS6PSA', 'data': 'Hlo', 'message_order': 2, 'comments': ['']}",dontMeetRequirements
"{'id': 'NS940I', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'S3FFPH', 'data': 'Ok sir', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'CE9AZS', 'data': 'K', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'C6IJ95', 'data': 'Whr is your office', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'TMTAB1', 'data': 'Assalaamu alaikum', 'message_order': 1, 'comments': ['']}",greeting
"{'id': '27NXXM', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",dontMeetRequirements
"{'id': 'L0WHD1', 'data': 'Kaha pr h', 'message_order': 0, 'comments': ['']}",greeting
"{'id': '9AT0W5', 'data': 'Hii', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'R8EPY8', 'data': 'Where', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'GA6CGU', 'data': 'Not Sure', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': 'KNX041', 'data': 'Area', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'IGEYJ8', 'data': 'Sry i dnt have bike', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': '6FW94R', 'data': 'Sorry l am not good ride vehicle.', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': 'LVTKUI', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'KH8Q37', 'data': 'k', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'TQPD14', 'data': 'no', 'message_order': 2, 'comments': ['']}",greeting
"{'id': '9S6X4Y', 'data': 'Sorry', 'message_order': 1, 'comments': ['']}",dontMeetRequirements
"{'id': '87TUHX', 'data': 'No', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'UH09M8', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",greeting
"{'id': '54U7M0', 'data': ""I don't want job"", 'message_order': 3, 'comments': ['']}",dontMeetRequirements
"{'id': 'QFSMMW', 'data': ""Don't send this type of messages to me"", 'message_order': 5, 'comments': ['']}",dontMeetRequirements
"{'id': 'VBCX6H', 'data': 'Hello i have bike license but i Sold my bike can you arrange bike for me', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'OI0M2X', 'data': 'Okay', 'message_order': 5, 'comments': ['']}",location
"{'id': '0K9Q6O', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'G8P8QZ', 'data': ""Don't have interest"", 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'YDC49M', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",greeting
"{'id': '7B3OP0', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'BQJTJO', 'data': 'Which pleas', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'AUQQ5B', 'data': 'Hai...sir', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'D3P2H5', 'data': 'How are you', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'TOHAX6', 'data': 'No money to pay', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'ROHIJM', 'data': 'K', 'message_order': 2, 'comments': ['']}",dontMeetRequirements
"{'id': '54QUH2', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'UU5HMJ', 'data': 'Kkk', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'RH0VHM', 'data': 'Hi', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': 'NIIVUN', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",dontMeetRequirements
"{'id': 'Y6VMKM', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'TI9VOC', 'data': 'Hii', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': 'YHEHJD', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': '060RTE', 'data': 'Thank you', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'TM5169', 'data': 'Hii', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'GVKYYO', 'data': 'Ok', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'NU6LNP', 'data': 'Vasai Virar mein hai swiggy delivery boy vacancy', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'HU0BV1', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'PDP4K1', 'data': 'i dont have bike', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': '10KQRA', 'data': 'Hiii', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'K9ZXN4', 'data': 'LLR I have', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': 'TVMZ6T', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'JU5FXN', 'data': ""But I don't have driving licence"", 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': '9JFJE6', 'data': 'Hii', 'message_order': 2, 'comments': ['']}",location
"{'id': '4TAJ23', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'SRK4E8', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'S3NU9C', 'data': ""I don't have a bike"", 'message_order': 4, 'comments': ['']}",greeting
"{'id': '2MKV1C', 'data': 'Where', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'JADE1A', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",location
"{'id': 'AM0RM7', 'data': 'Which area we will give', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'LPPMTX', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'A95I1W', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",location
"{'id': 'LH64N5', 'data': 'I have ll', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'WGVQZZ', 'data': 'Hi sir', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': '4GJ3EH', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'PIXBQ8', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'DB0FQZ', 'data': 'Give office', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'FXYJ4N', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'G898CI', 'data': 'Mere pass bike nahi', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'LFP665', 'data': 'Where is the office', 'message_order': 1, 'comments': ['']}",location
"{'id': 'PNJYTT', 'data': 'లేదు', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'JZ4Q1N', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",dontMeetRequirements
"{'id': '91EU5D', 'data': 'Hii good morning', 'message_order': 2, 'comments': ['']}",dontMeetRequirements
"{'id': 'IXXEKP', 'data': 'Hi', 'message_order': 3, 'comments': ['']}",greeting
"{'id': '6OKD6T', 'data': 'Hello', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': '7Z2MZO', 'data': 'Kon banega core pati ka contest hai kya', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'RW16T9', 'data': 'Hiii', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'K25TVN', 'data': 'I have already done with this job', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'E75P6C', 'data': 'Address', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': '1EXM47', 'data': 'Nothing', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'SY79PM', 'data': 'Hello', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': '5M7K12', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'ECHK4G', 'data': 'Hii', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'A76FK7', 'data': 'Good afternoon', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': '5UATL0', 'data': 'sry', 'message_order': 3, 'comments': ['']}",location
"{'id': 'KFBY01', 'data': 'Hello', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'KALDLH', 'data': 'I lose my DL', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'XS0HV4', 'data': 'Hiii', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'OKW6I3', 'data': '2apply', 'message_order': 1, 'comments': ['']}",greeting
"{'id': '9WHTVP', 'data': 'Gm Chill climate ❄☃', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'TQR3IM', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'PJAV9W', 'data': 'Ye kis jegha h', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'RCNHIC', 'data': ""Salam where it's job"", 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'Q7Q5H2', 'data': 'How are you', 'message_order': 2, 'comments': ['']}",greeting
"{'id': '5372M4', 'data': 'OK I understand', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': '9JZJBJ', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'V4ZLXH', 'data': 'Hii', 'message_order': 3, 'comments': ['']}",greeting
"{'id': '6J6QZO', 'data': 'sorry', 'message_order': 0, 'comments': ['']}",greeting
"{'id': '9LQZ41', 'data': 'Bike ledhu', 'message_order': 0, 'comments': ['']}",dontMeetRequirements
"{'id': '0MB3SG', 'data': 'Kkk', 'message_order': 1, 'comments': ['']}",greeting
"{'id': '4Q9AAE', 'data': 'Thank you Unnati ..\n Not now, may be later', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'AJ0WOW', 'data': 'Hai sir', 'message_order': 5, 'comments': ['']}",location
"{'id': 'G5COII', 'data': 'Where will be tge work', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': '7PLMZY', 'data': 'Okya', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'KONMI3', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'T7MMHV', 'data': 'Which place', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'LSOUTN', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'HFPISV', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': 'PQ9NSC', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",location
"{'id': 'E160FF', 'data': 'Hyy', 'message_order': 4, 'comments': ['']}",location
"{'id': 'IZ8382', 'data': 'For which place you recruitment', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'P52E0Z', 'data': 'Thanks for your concern.', 'message_order': 0, 'comments': ['']}",greeting
"{'id': '82Z6KY', 'data': 'Ok', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'LD1PQU', 'data': 'Hi sir', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': '1YDOQM', 'data': 'Please pura address d', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'H3TFCO', 'data': 'Bro', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'VMYNZF', 'data': 'OK', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'DJQD1N', 'data': 'K', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'YG8O8I', 'data': 'Hiii', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'UWB4UD', 'data': 'O sorry no2', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': '0C8H0P', 'data': 'Hi', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': 'AXFZS8', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'PQLKV1', 'data': 'Thanks...', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'C72KVP', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': '73MOXR', 'data': 'No', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'EPRHVV', 'data': 'Hi', 'message_order': 3, 'comments': ['']}",location
"{'id': 'RD561G', 'data': 'I dnt have bike and dl i knw ridng bike', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': '9MY9Z8', 'data': 'Thanks', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'EI3XPU', 'data': 'K', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'V3JP51', 'data': 'Heyyyy', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'GAE7Z8', 'data': 'Oj', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': '3OHES1', 'data': 'Hi', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': '77NHQ0', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'X7EFSW', 'data': 'I have no bike .ie my problem.', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'UWIM1K', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'EMP63J', 'data': 'Sorry not interested', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'S39HPF', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",dontMeetRequirements
"{'id': 'B6M9AZ', 'data': '😦voke', 'message_order': 0, 'comments': ['']}",greeting
"{'id': '8DN1FE', 'data': 'OK', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'N0WF7O', 'data': 'Good m', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'Y6ILBH', 'data': 'I want online offline system other wise no chance then will be not interested', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'YYMM4F', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'XSK8VA', 'data': 'Gm', 'message_order': 3, 'comments': ['']}",dontMeetRequirements
"{'id': 'HSNVK8', 'data': 'Hiii', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'DUH700', 'data': 'hi', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'PJT1B8', 'data': 'Thanks for your concern MR. Varun.', 'message_order': 2, 'comments': ['']}",location
"{'id': 'G27K8X', 'data': 'Where', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'TR1R17', 'data': ""brother I don't hav bike and DL also ..."", 'message_order': 1, 'comments': ['']}",dontMeetRequirements
"{'id': '9HZECA', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",greeting
"{'id': '9MUKS2', 'data': 'Hlo', 'message_order': 4, 'comments': ['']}",greeting
"{'id': '2J4O9P', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'L715UO', 'data': 'Hi', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'RCERXE', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",dontMeetRequirements
"{'id': '7LO6N6', 'data': 'Hello', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'TFJ48C', 'data': 'Ok', 'message_order': 1, 'comments': ['']}",location
"{'id': 'ZSM7PQ', 'data': 'Ok', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'U6A2JI', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",dontMeetRequirements
"{'id': '4TRP1N', 'data': 'No thanks', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'IWAYOE', 'data': ""You're making me angry seriously"", 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'SJZI46', 'data': 'ok', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'TFOHO9', 'data': 'Gm', 'message_order': 0, 'comments': ['']}",greeting
"{'id': '4SSK7W', 'data': 'Would u provide twowheller', 'message_order': 1, 'comments': ['']}",greeting
"{'id': '0A6JR8', 'data': 'Can you tell me the place of Office', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'G0TH5O', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'BKZ1J6', 'data': 'Hello', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'EW9UJG', 'data': 'OK', 'message_order': 1, 'comments': ['']}",location
"{'id': 'PZ9I9Z', 'data': 'Hallo', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'GQ4TYA', 'data': 'Oki bro', 'message_order': 0, 'comments': ['']}",greeting
"{'id': '6EELUO', 'data': 'Yes but i dont have license but i own a vehicle', 'message_order': 5, 'comments': ['']}",location
"{'id': 'TBKDCH', 'data': 'I got job sir dnt txt me sry', 'message_order': 0, 'comments': ['']}",greeting
"{'id': '0T2YON', 'data': 'Banane diya hi ...mere pass tha ...gum ho gaya hi', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'S3205O', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",greeting
"{'id': '6XRYY3', 'data': 'Learning license available', 'message_order': 0, 'comments': ['']}",dontMeetRequirements
"{'id': '61K6JL', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'K6IMRL', 'data': 'Bike nhi hu ga tu chil a gaa kya', 'message_order': 0, 'comments': ['']}",dontMeetRequirements
"{'id': 'Y2JVFL', 'data': ""Send me u r location.. i'll come there"", 'message_order': 4, 'comments': ['']}",dontMeetRequirements
"{'id': 'WYZEQ2', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'HVWP8Z', 'data': 'Where?', 'message_order': 2, 'comments': ['']}",greeting
"{'id': '52YASS', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': '9HOBF2', 'data': 'Land mark?', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'M1GGCR', 'data': 'hi', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': '1GJPGR', 'data': 'Who are you to message me.Dont message me get lost first', 'message_order': 4, 'comments': ['']}",greeting
"{'id': '53T1KY', 'data': 'LLr', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': '4AP665', 'data': 'K', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'L25BG9', 'data': 'No say', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'DK1E3C', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'SBQZ44', 'data': 'Lekin mere pass draving lision nahi hai', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'J0XZ2W', 'data': 'Kk', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'KJ81D7', 'data': 'Which area bro', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'MKLRQR', 'data': 'hi', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'E000HF', 'data': 'your location of branch', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'SH6XR3', 'data': 'Thanks', 'message_order': 5, 'comments': ['']}",greeting
"{'id': '1R9KCY', 'data': 'Bye', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'MDBMGD', 'data': 'hii', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'L85U58', 'data': 'Kk', 'message_order': 0, 'comments': ['']}",greeting
"{'id': '083TIY', 'data': 'near by loction', 'message_order': 2, 'comments': ['']}",location
"{'id': 'K8JNRE', 'data': 'Hii', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'KB5UI6', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",location
"{'id': '5L8EYD', 'data': 'gn', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'M1TU4A', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': '22QESY', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'LNC1FM', 'data': 'Kkkk', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': '058INJ', 'data': 'Ok', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'OW1ZTF', 'data': 'Hi', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'JZJE4M', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",dontMeetRequirements
"{'id': 'F69M16', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",greeting
"{'id': '72CJBQ', 'data': 'Hii', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'PTY2SU', 'data': 'Mere pass paise nhi', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'QFQHPJ', 'data': ""Sir I had already worked here..\n I don't need food delivery orders"", 'message_order': 1, 'comments': ['']}",location
"{'id': 'U315PW', 'data': 'hi', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': '6HH5JM', 'data': 'Where', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'WSRNNJ', 'data': 'M not interested for delivery jobs! Thank you', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': '8AJTE1', 'data': 'Ok', 'message_order': 4, 'comments': ['']}",dontMeetRequirements
"{'id': 'DE9TME', 'data': ""Ya\n But i don't have license"", 'message_order': 4, 'comments': ['']}",notInterested
"{'id': '668SMT', 'data': 'Which location', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'ASW8PM', 'data': 'I am not ready to deposit money', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'UWSBSO', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'GM823K', 'data': 'Get lost', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'AUO7TV', 'data': 'Just llr', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'JBEKLY', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'ROBBWG', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'MVKBP0', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'LF3WM8', 'data': 'Ok', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'VUZ3LI', 'data': ""I don't have bike insurance is it kk"", 'message_order': 5, 'comments': ['']}",dontMeetRequirements
"{'id': '03EVKM', 'data': 'Konsi jagah', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'LMEQNF', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': '5YAMLA', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': 'T5AAU4', 'data': 'No bike', 'message_order': 5, 'comments': ['']}",dontMeetRequirements
"{'id': 'TNB5JK', 'data': 'Sorry I dont have bike . Thanks for u information', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': '1Y52T5', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': '8KDPYK', 'data': 'Where location', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'WBUO8G', 'data': 'Where is it', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'L29ULU', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'MKDVO6', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': '56JWJO', 'data': 'Address 0lz', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'NMIYP3', 'data': 'OK plz send me the above address', 'message_order': 1, 'comments': ['']}",dontMeetRequirements
"{'id': 'PQPQ56', 'data': 'Hii bro', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'KRCXPF', 'data': 'Ok', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'PESEJK', 'data': 'hello', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'W4VRGR', 'data': 'Kiddar', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'NWAKGU', 'data': 'Sir i have no bike', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'EB08CX', 'data': 'Were', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'HTX8QN', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'K51EKX', 'data': 'hi hello', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'DI76HP', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'OOMCAB', 'data': 'You have opening in which city', 'message_order': 0, 'comments': ['']}",dontMeetRequirements
"{'id': 'VD06G0', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",whoAreYou
